"","GeneID","Chr","n.866","n.942","n.900","n.IXa","meanDiv","StDev"
"2633","CTYZ_00002468","Ctyz_2",NA,2,3,NA,2.5,0.71
"2634","CTYZ_00002469","Ctyz_2",NA,2,1,NA,1.5,0.71
"2635","CTYZ_00002470","Ctyz_2",NA,1,NA,NA,1,NA
"2636","CTYZ_00002471","Ctyz_2",NA,3,NA,NA,3,NA
"2637","CTYZ_00002472","Ctyz_2",NA,1,NA,NA,1,NA
"2638","CTYZ_00002473","Ctyz_2",NA,3,1,1,1.67,1.15
"2639","CTYZ_00002475","Ctyz_2",NA,2,1,NA,1.5,0.71
"2640","CTYZ_00002482","Ctyz_2",NA,2,2,NA,2,0
"2641","CTYZ_00002483","Ctyz_2",NA,2,1,NA,1.5,0.71
"2642","CTYZ_00002488","Ctyz_2",NA,1,1,NA,1,0
"2643","CTYZ_00002492","Ctyz_2",NA,2,NA,NA,2,NA
"2644","CTYZ_00002496","Ctyz_2",NA,3,NA,NA,3,NA
"2645","CTYZ_00002498","Ctyz_2",NA,1,NA,NA,1,NA
"2646","CTYZ_00002502","Ctyz_2",NA,1,NA,NA,1,NA
"2647","CTYZ_00002511","Ctyz_2",NA,2,NA,NA,2,NA
"2648","CTYZ_00002512","Ctyz_2",NA,1,NA,NA,1,NA
"2649","CTYZ_00002521","Ctyz_2",NA,1,NA,NA,1,NA
"2650","CTYZ_00002525","Ctyz_2",NA,1,NA,NA,1,NA
"2651","CTYZ_00002529","Ctyz_2",NA,1,1,1,1,0
"2652","CTYZ_00002536","Ctyz_2",NA,11,9,NA,10,1.41
"2653","CTYZ_00002537","Ctyz_2",NA,2,NA,NA,2,NA
"2654","CTYZ_00002538","Ctyz_2",NA,2,NA,2,2,0
"2655","CTYZ_00002539","Ctyz_2",NA,1,NA,2,1.5,0.71
"2656","CTYZ_00002542","Ctyz_2",NA,11,5,11,9,3.46
"2657","CTYZ_00002543","Ctyz_2",NA,28,10,27,21.67,10.12
"2658","CTYZ_00002556","Ctyz_2",NA,1,NA,NA,1,NA
"2659","CTYZ_00002567","Ctyz_2",NA,1,NA,NA,1,NA
"2660","CTYZ_00002568","Ctyz_2",NA,1,NA,NA,1,NA
"2661","CTYZ_00002571","Ctyz_2",NA,1,NA,3,2,1.41
"2662","CTYZ_00002576","Ctyz_2",NA,1,NA,1,1,0
"2663","CTYZ_00002586","Ctyz_2",NA,1,1,1,1,0
"2664","CTYZ_00002596","Ctyz_2",NA,4,2,1,2.33,1.53
"2665","CTYZ_00002614","Ctyz_2",NA,3,1,2,2,1
"2666","CTYZ_00002615","Ctyz_2",NA,5,NA,NA,5,NA
"2667","CTYZ_00002620","Ctyz_2",NA,2,NA,NA,2,NA
"2668","CTYZ_00002629","Ctyz_2",NA,3,1,NA,2,1.41
"2669","CTYZ_00002653","Ctyz_2",NA,1,NA,NA,1,NA
"2670","CTYZ_00002660","Ctyz_2",NA,8,NA,NA,8,NA
"2671","CTYZ_00002667","Ctyz_2",NA,1,1,NA,1,0
"2672","CTYZ_00002669","Ctyz_2",NA,3,NA,NA,3,NA
"2673","CTYZ_00002679","Ctyz_2",NA,2,NA,NA,2,NA
"2674","CTYZ_00002682","Ctyz_2",NA,1,NA,NA,1,NA
"2675","CTYZ_00002686","Ctyz_2",NA,1,1,NA,1,0
"2676","CTYZ_00002696","Ctyz_2",NA,3,2,1,2,1
"2677","CTYZ_00002740","Ctyz_3",NA,1,NA,NA,1,NA
"2678","CTYZ_00002753","Ctyz_3",NA,4,1,1,2,1.73
"2679","CTYZ_00002754","Ctyz_3",NA,2,NA,2,2,0
"2680","CTYZ_00002756","Ctyz_3",NA,2,NA,1,1.5,0.71
"2681","CTYZ_00002772","Ctyz_3",NA,1,NA,1,1,0
"2682","CTYZ_00002775","Ctyz_3",NA,1,1,NA,1,0
"2683","CTYZ_00002780","Ctyz_3",NA,2,1,NA,1.5,0.71
"2684","CTYZ_00002781","Ctyz_3",NA,3,NA,2,2.5,0.71
"2685","CTYZ_00002783","Ctyz_3",NA,1,NA,1,1,0
"2686","CTYZ_00002792","Ctyz_3",NA,1,NA,1,1,0
"2687","CTYZ_00002796","Ctyz_3",NA,1,NA,1,1,0
"2688","CTYZ_00002802","Ctyz_3",NA,1,1,NA,1,0
"2689","CTYZ_00002809","Ctyz_3",NA,3,NA,NA,3,NA
"2690","CTYZ_00002810","Ctyz_3",NA,2,1,1,1.33,0.58
"2691","CTYZ_00002813","Ctyz_3",NA,1,NA,NA,1,NA
"2692","CTYZ_00002815","Ctyz_3",NA,1,NA,2,1.5,0.71
"2693","CTYZ_00002819","Ctyz_3",NA,1,NA,1,1,0
"2694","CTYZ_00002822","Ctyz_3",NA,1,1,NA,1,0
"2695","CTYZ_00002825","Ctyz_3",NA,1,NA,11,6,7.07
"2696","CTYZ_00002828","Ctyz_3",NA,1,NA,NA,1,NA
"2697","CTYZ_00002834","Ctyz_3",NA,1,NA,NA,1,NA
"2698","CTYZ_00002841","Ctyz_3",NA,1,1,NA,1,0
"2699","CTYZ_00002842","Ctyz_3",NA,6,6,2,4.67,2.31
"2700","CTYZ_00002843","Ctyz_3",NA,2,NA,NA,2,NA
"2701","CTYZ_00002852","Ctyz_3",NA,1,NA,NA,1,NA
"2702","CTYZ_00002853","Ctyz_3",NA,1,NA,NA,1,NA
"2703","CTYZ_00002856","Ctyz_3",NA,1,NA,NA,1,NA
"2704","CTYZ_00002858","Ctyz_3",NA,1,1,NA,1,0
"2705","CTYZ_00002860","Ctyz_3",NA,2,NA,NA,2,NA
"2706","CTYZ_00002863","Ctyz_3",NA,2,2,NA,2,0
"2707","CTYZ_00002866","Ctyz_3",NA,2,1,NA,1.5,0.71
"2708","CTYZ_00002875","Ctyz_3",NA,3,1,NA,2,1.41
"2709","CTYZ_00002879","Ctyz_3",NA,1,1,NA,1,0
"2710","CTYZ_00002886","Ctyz_3",NA,4,3,1,2.67,1.53
"2711","CTYZ_00002905","Ctyz_3",NA,3,2,NA,2.5,0.71
"2712","CTYZ_00002915","Ctyz_3",NA,1,1,NA,1,0
"2713","CTYZ_00002924","Ctyz_3",NA,3,1,NA,2,1.41
"2714","CTYZ_00002928","Ctyz_3",NA,1,NA,NA,1,NA
"2715","CTYZ_00002930","Ctyz_3",NA,1,NA,NA,1,NA
"2716","CTYZ_00002931","Ctyz_3",NA,4,1,2,2.33,1.53
"2717","CTYZ_00002954","Ctyz_3",NA,1,1,NA,1,0
"2718","CTYZ_00002959","Ctyz_3",NA,2,1,NA,1.5,0.71
"2719","CTYZ_00002968","Ctyz_3",NA,4,NA,1,2.5,2.12
"2720","CTYZ_00002992","Ctyz_3",NA,1,1,NA,1,0
"2721","CTYZ_00003015","Ctyz_3",NA,1,1,1,1,0
"2722","CTYZ_00003045","Ctyz_3",NA,1,NA,NA,1,NA
"2723","CTYZ_00003051","Ctyz_3",NA,1,NA,NA,1,NA
"2724","CTYZ_00003069","Ctyz_3",NA,16,1,1,6,8.66
"2725","CTYZ_00003075","Ctyz_3",NA,1,1,1,1,0
"2726","CTYZ_00003085","Ctyz_3",NA,3,1,2,2,1
"2727","CTYZ_00003094","Ctyz_3",NA,17,NA,2,9.5,10.61
"2728","CTYZ_00003101","Ctyz_3",NA,1,NA,NA,1,NA
"2729","CTYZ_00003108","Ctyz_3",NA,3,2,1,2,1
"2730","CTYZ_00003129","Ctyz_3",NA,1,NA,NA,1,NA
"2731","CTYZ_00003130","Ctyz_3",NA,2,1,NA,1.5,0.71
"2732","CTYZ_00003135","Ctyz_3",NA,3,NA,NA,3,NA
"2733","CTYZ_00003142","Ctyz_3",NA,21,1,NA,11,14.14
"2734","CTYZ_00001757","Ctyz_4",NA,15,1,NA,8,9.9
"2735","CTYZ_00001764","Ctyz_4",NA,1,NA,NA,1,NA
"2736","CTYZ_00001766","Ctyz_4",NA,1,NA,NA,1,NA
"2737","CTYZ_00001772","Ctyz_4",NA,1,1,NA,1,0
"2738","CTYZ_00001776","Ctyz_4",NA,1,NA,1,1,0
"2739","CTYZ_00001786","Ctyz_4",NA,1,NA,1,1,0
"2740","CTYZ_00001793","Ctyz_4",NA,1,NA,1,1,0
"2741","CTYZ_00001795","Ctyz_4",NA,3,NA,1,2,1.41
"2742","CTYZ_00001800","Ctyz_4",NA,1,1,NA,1,0
"2743","CTYZ_00001804","Ctyz_4",NA,1,NA,NA,1,NA
"2744","CTYZ_00001805","Ctyz_4",NA,3,NA,1,2,1.41
"2745","CTYZ_00001808","Ctyz_4",NA,1,1,NA,1,0
"2746","CTYZ_00001815","Ctyz_4",NA,2,4,1,2.33,1.53
"2747","CTYZ_00001819","Ctyz_4",NA,1,NA,1,1,0
"2748","CTYZ_00001822","Ctyz_4",NA,1,NA,NA,1,NA
"2749","CTYZ_00001829","Ctyz_4",NA,1,NA,NA,1,NA
"2750","CTYZ_00001836","Ctyz_4",NA,2,1,1,1.33,0.58
"2751","CTYZ_00001838","Ctyz_4",NA,1,2,NA,1.5,0.71
"2752","CTYZ_00001839","Ctyz_4",NA,3,3,NA,3,0
"2753","CTYZ_00001842","Ctyz_4",NA,1,1,2,1.33,0.58
"2754","CTYZ_00001844","Ctyz_4",NA,1,NA,1,1,0
"2755","CTYZ_00001845","Ctyz_4",NA,2,1,5,2.67,2.08
"2756","CTYZ_00001853","Ctyz_4",NA,2,NA,NA,2,NA
"2757","CTYZ_00001876","Ctyz_4",NA,2,NA,NA,2,NA
"2758","CTYZ_00001886","Ctyz_4",NA,1,NA,NA,1,NA
"2759","CTYZ_00001888","Ctyz_4",NA,2,NA,3,2.5,0.71
"2760","CTYZ_00001889","Ctyz_4",NA,2,NA,NA,2,NA
"2761","CTYZ_00001890","Ctyz_4",NA,2,NA,NA,2,NA
"2762","CTYZ_00001896","Ctyz_4",NA,1,NA,NA,1,NA
"2763","CTYZ_00001901","Ctyz_4",NA,1,NA,NA,1,NA
"2764","CTYZ_00001903","Ctyz_4",NA,2,NA,NA,2,NA
"2765","CTYZ_00001906","Ctyz_4",NA,3,1,NA,2,1.41
"2766","CTYZ_00001907","Ctyz_4",NA,1,NA,1,1,0
"2767","CTYZ_00001918","Ctyz_4",NA,1,NA,NA,1,NA
"2768","CTYZ_00001921","Ctyz_4",NA,5,3,NA,4,1.41
"2769","CTYZ_00001923","Ctyz_4",NA,2,NA,NA,2,NA
"2770","CTYZ_00001924","Ctyz_4",NA,3,4,NA,3.5,0.71
"2771","CTYZ_00001926","Ctyz_4",NA,4,1,NA,2.5,2.12
"2772","CTYZ_00001930","Ctyz_4",NA,1,1,NA,1,0
"2773","CTYZ_00001939","Ctyz_4",NA,2,1,NA,1.5,0.71
"2774","CTYZ_00001948","Ctyz_4",NA,2,NA,NA,2,NA
"2775","CTYZ_00001966","Ctyz_4",NA,1,NA,NA,1,NA
"2776","CTYZ_00001971","Ctyz_4",NA,2,NA,NA,2,NA
"2777","CTYZ_00001981","Ctyz_4",NA,1,1,NA,1,0
"2778","CTYZ_00001983","Ctyz_4",NA,1,NA,NA,1,NA
"2779","CTYZ_00001990","Ctyz_4",NA,1,1,NA,1,0
"2780","CTYZ_00001999","Ctyz_4",NA,1,3,NA,2,1.41
"2781","CTYZ_00002008","Ctyz_4",NA,3,2,1,2,1
"2782","CTYZ_00002011","Ctyz_4",NA,2,1,NA,1.5,0.71
"2783","CTYZ_00002018","Ctyz_4",NA,2,NA,NA,2,NA
"2784","CTYZ_00002019","Ctyz_4",NA,1,1,NA,1,0
"2785","CTYZ_00002020","Ctyz_4",NA,1,NA,NA,1,NA
"2786","CTYZ_00002026","Ctyz_4",NA,1,NA,NA,1,NA
"2787","CTYZ_00002034","Ctyz_4",NA,1,1,NA,1,0
"2788","CTYZ_00002046","Ctyz_4",NA,2,NA,NA,2,NA
"2789","CTYZ_00002062","Ctyz_4",NA,1,1,NA,1,0
"2790","CTYZ_00002063","Ctyz_4",NA,3,NA,1,2,1.41
"2791","CTYZ_00002067","Ctyz_4",NA,2,NA,1,1.5,0.71
"2792","CTYZ_00002069","Ctyz_4",NA,3,1,1,1.67,1.15
"2793","CTYZ_00002070","Ctyz_4",NA,1,NA,NA,1,NA
"2794","CTYZ_00002072","Ctyz_4",NA,1,1,NA,1,0
"2795","CTYZ_00002080","Ctyz_4",NA,1,NA,NA,1,NA
"2796","CTYZ_00002082","Ctyz_4",NA,3,NA,NA,3,NA
"2797","CTYZ_00002084","Ctyz_4",NA,1,NA,NA,1,NA
"2798","CTYZ_00002095","Ctyz_4",NA,1,1,NA,1,0
"2799","CTYZ_00002097","Ctyz_4",NA,1,NA,NA,1,NA
"2800","CTYZ_00002100","Ctyz_4",NA,4,NA,4,4,0
"2801","CTYZ_00002101","Ctyz_4",NA,2,NA,1,1.5,0.71
"2802","CTYZ_00002135","Ctyz_4",NA,1,NA,1,1,0
"2803","CTYZ_00002138","Ctyz_4",NA,2,NA,NA,2,NA
"2804","CTYZ_00002144","Ctyz_4",NA,3,NA,NA,3,NA
"2805","CTYZ_00002158","Ctyz_4",NA,5,NA,1,3,2.83
"2806","CTYZ_00002160","Ctyz_4",NA,1,1,1,1,0
"2807","CTYZ_00002171","Ctyz_4",NA,1,1,NA,1,0
"2808","CTYZ_00002175","Ctyz_4",NA,3,2,NA,2.5,0.71
"2809","CTYZ_00002189","Ctyz_4",NA,1,1,NA,1,0
"2810","CTYZ_00002198","Ctyz_4",NA,1,1,NA,1,0
"2811","CTYZ_00002217","Ctyz_4",NA,6,1,11,6,5
"2812","CTYZ_00002221","Ctyz_4",NA,1,NA,NA,1,NA
"2813","CTYZ_00002222","Ctyz_4",NA,2,1,2,1.67,0.58
"2814","CTYZ_00002223","Ctyz_4",NA,1,NA,1,1,0
"2815","CTYZ_00002224","Ctyz_4",NA,4,NA,NA,4,NA
"2816","CTYZ_00002225","Ctyz_4",NA,2,NA,2,2,0
"2817","CTYZ_00002227","Ctyz_4",NA,7,2,1,3.33,3.21
"2818","CTYZ_00002237","Ctyz_4",NA,3,2,1,2,1
"2819","CTYZ_00003169","Ctyz_5",NA,1,NA,NA,1,NA
"2820","CTYZ_00003171","Ctyz_5",NA,2,NA,2,2,0
"2821","CTYZ_00003174","Ctyz_5",NA,1,NA,NA,1,NA
"2822","CTYZ_00003197","Ctyz_5",NA,3,1,NA,2,1.41
"2823","CTYZ_00003217","Ctyz_5",NA,1,NA,1,1,0
"2824","CTYZ_00003229","Ctyz_5",NA,1,NA,NA,1,NA
"2825","CTYZ_00003231","Ctyz_5",NA,1,NA,NA,1,NA
"2826","CTYZ_00003240","Ctyz_5",NA,2,NA,1,1.5,0.71
"2827","CTYZ_00003244","Ctyz_5",NA,2,1,1,1.33,0.58
"2828","CTYZ_00003261","Ctyz_5",NA,1,NA,1,1,0
"2829","CTYZ_00003264","Ctyz_5",NA,1,NA,NA,1,NA
"2830","CTYZ_00003270","Ctyz_5",NA,1,NA,NA,1,NA
"2831","CTYZ_00003278","Ctyz_5",NA,1,1,NA,1,0
"2832","CTYZ_00003280","Ctyz_5",NA,1,1,NA,1,0
"2833","CTYZ_00003287","Ctyz_5",NA,1,NA,5,3,2.83
"2834","CTYZ_00003292","Ctyz_5",NA,3,NA,1,2,1.41
"2835","CTYZ_00003301","Ctyz_5",NA,1,1,1,1,0
"2836","CTYZ_00003306","Ctyz_5",NA,2,NA,1,1.5,0.71
"2837","CTYZ_00003319","Ctyz_5",NA,1,NA,NA,1,NA
"2838","CTYZ_00003342","Ctyz_5",NA,1,NA,NA,1,NA
"2839","CTYZ_00003344","Ctyz_5",NA,1,NA,NA,1,NA
"2840","CTYZ_00003350","Ctyz_5",NA,2,1,1,1.33,0.58
"2841","CTYZ_00003354","Ctyz_5",NA,2,NA,1,1.5,0.71
"2842","CTYZ_00003359","Ctyz_5",NA,1,NA,NA,1,NA
"2843","CTYZ_00003367","Ctyz_5",NA,2,NA,NA,2,NA
"2844","CTYZ_00003370","Ctyz_5",NA,1,NA,3,2,1.41
"2845","CTYZ_00003387","Ctyz_5",NA,6,NA,NA,6,NA
"2846","CTYZ_00003410","Ctyz_5",NA,2,2,NA,2,0
"2847","CTYZ_00003421","Ctyz_5",NA,2,2,NA,2,0
"2848","CTYZ_00003426","Ctyz_5",NA,1,NA,NA,1,NA
"2849","CTYZ_00003433","Ctyz_5",NA,1,NA,NA,1,NA
"2850","CTYZ_00003434","Ctyz_5",NA,1,NA,NA,1,NA
"2851","CTYZ_00003435","Ctyz_5",NA,2,1,NA,1.5,0.71
"2852","CTYZ_00003439","Ctyz_5",NA,7,2,1,3.33,3.21
"2853","CTYZ_00003453","Ctyz_5",NA,1,NA,NA,1,NA
"2854","CTYZ_00003454","Ctyz_5",NA,1,NA,1,1,0
"2855","CTYZ_00003459","Ctyz_5",NA,3,NA,NA,3,NA
"2856","CTYZ_00003464","Ctyz_5",NA,1,NA,1,1,0
"2857","CTYZ_00003466","Ctyz_5",NA,1,1,2,1.33,0.58
"2858","CTYZ_00003468","Ctyz_5",NA,3,NA,1,2,1.41
"2859","CTYZ_00003477","Ctyz_5",NA,1,NA,2,1.5,0.71
"2860","CTYZ_00003481","Ctyz_5",NA,1,NA,2,1.5,0.71
"2861","CTYZ_00003511","Ctyz_5",NA,3,1,5,3,2
"2862","CTYZ_00003512","Ctyz_5",NA,2,1,NA,1.5,0.71
"2863","CTYZ_00003521","Ctyz_5",NA,2,1,NA,1.5,0.71
"2864","CTYZ_00003523","Ctyz_5",NA,1,NA,NA,1,NA
"2865","CTYZ_00003527","Ctyz_5",NA,3,3,1,2.33,1.15
"2866","CTYZ_00003528","Ctyz_5",NA,2,NA,1,1.5,0.71
"2867","CTYZ_00003543","Ctyz_5",NA,4,NA,1,2.5,2.12
"2868","CTYZ_00003546","Ctyz_5",NA,2,1,2,1.67,0.58
"2869","CTYZ_00003555","Ctyz_5",NA,1,NA,NA,1,NA
"2870","CTYZ_00003557","Ctyz_5",NA,8,NA,1,4.5,4.95
"2871","CTYZ_00003558","Ctyz_5",NA,3,1,NA,2,1.41
"2872","CTYZ_00003574","Ctyz_5",NA,2,NA,2,2,0
"2873","CTYZ_00001209","Ctyz_6",NA,1,2,NA,1.5,0.71
"2874","CTYZ_00001211","Ctyz_6",NA,1,3,1,1.67,1.15
"2875","CTYZ_00001214","Ctyz_6",NA,2,NA,NA,2,NA
"2876","CTYZ_00001215","Ctyz_6",NA,3,NA,2,2.5,0.71
"2877","CTYZ_00001216","Ctyz_6",NA,1,NA,NA,1,NA
"2878","CTYZ_00001222","Ctyz_6",NA,3,NA,NA,3,NA
"2879","CTYZ_00001230","Ctyz_6",NA,7,2,NA,4.5,3.54
"2880","CTYZ_00001243","Ctyz_6",NA,3,1,5,3,2
"2881","CTYZ_00001250","Ctyz_6",NA,1,NA,NA,1,NA
"2882","CTYZ_00001251","Ctyz_6",NA,2,NA,NA,2,NA
"2883","CTYZ_00001252","Ctyz_6",NA,2,NA,NA,2,NA
"2884","CTYZ_00001267","Ctyz_6",NA,1,1,NA,1,0
"2885","CTYZ_00001269","Ctyz_6",NA,1,NA,NA,1,NA
"2886","CTYZ_00001280","Ctyz_6",NA,2,NA,2,2,0
"2887","CTYZ_00001299","Ctyz_6",NA,1,NA,1,1,0
"2888","CTYZ_00001302","Ctyz_6",NA,1,1,NA,1,0
"2889","CTYZ_00001308","Ctyz_6",NA,1,NA,NA,1,NA
"2890","CTYZ_00001309","Ctyz_6",NA,1,NA,NA,1,NA
"2891","CTYZ_00001315","Ctyz_6",NA,1,NA,1,1,0
"2892","CTYZ_00001317","Ctyz_6",NA,1,NA,NA,1,NA
"2893","CTYZ_00001319","Ctyz_6",NA,1,NA,NA,1,NA
"2894","CTYZ_00001324","Ctyz_6",NA,1,NA,NA,1,NA
"2895","CTYZ_00001325","Ctyz_6",NA,2,1,NA,1.5,0.71
"2896","CTYZ_00001328","Ctyz_6",NA,1,NA,1,1,0
"2897","CTYZ_00001329","Ctyz_6",NA,1,1,NA,1,0
"2898","CTYZ_00001331","Ctyz_6",NA,1,2,NA,1.5,0.71
"2899","CTYZ_00001337","Ctyz_6",NA,2,1,2,1.67,0.58
"2900","CTYZ_00001348","Ctyz_6",NA,1,1,NA,1,0
"2901","CTYZ_00001352","Ctyz_6",NA,1,NA,NA,1,NA
"2902","CTYZ_00001363","Ctyz_6",NA,1,NA,NA,1,NA
"2903","CTYZ_00001370","Ctyz_6",NA,1,NA,NA,1,NA
"2904","CTYZ_00001373","Ctyz_6",NA,1,NA,NA,1,NA
"2905","CTYZ_00001375","Ctyz_6",NA,1,NA,1,1,0
"2906","CTYZ_00001380","Ctyz_6",NA,4,NA,NA,4,NA
"2907","CTYZ_00001383","Ctyz_6",NA,1,NA,NA,1,NA
"2908","CTYZ_00001393","Ctyz_6",NA,1,NA,NA,1,NA
"2909","CTYZ_00001395","Ctyz_6",NA,1,NA,NA,1,NA
"2910","CTYZ_00001404","Ctyz_6",NA,1,NA,1,1,0
"2911","CTYZ_00001405","Ctyz_6",NA,2,1,NA,1.5,0.71
"2912","CTYZ_00001407","Ctyz_6",NA,2,NA,NA,2,NA
"2913","CTYZ_00001411","Ctyz_6",NA,1,NA,NA,1,NA
"2914","CTYZ_00001417","Ctyz_6",NA,1,1,1,1,0
"2915","CTYZ_00001427","Ctyz_6",NA,1,1,1,1,0
"2916","CTYZ_00001429","Ctyz_6",NA,1,1,NA,1,0
"2917","CTYZ_00001434","Ctyz_6",NA,1,NA,NA,1,NA
"2918","CTYZ_00001438","Ctyz_6",NA,2,1,NA,1.5,0.71
"2919","CTYZ_00001446","Ctyz_6",NA,1,1,2,1.33,0.58
"2920","CTYZ_00001448","Ctyz_6",NA,1,NA,NA,1,NA
"2921","CTYZ_00001452","Ctyz_6",NA,1,8,NA,4.5,4.95
"2922","CTYZ_00001454","Ctyz_6",NA,1,NA,NA,1,NA
"2923","CTYZ_00001456","Ctyz_6",NA,2,NA,NA,2,NA
"2924","CTYZ_00001465","Ctyz_6",NA,4,2,1,2.33,1.53
"2925","CTYZ_00001474","Ctyz_6",NA,1,1,NA,1,0
"2926","CTYZ_00001475","Ctyz_6",NA,1,NA,NA,1,NA
"2927","CTYZ_00001478","Ctyz_6",NA,2,NA,NA,2,NA
"2928","CTYZ_00001489","Ctyz_6",NA,2,1,NA,1.5,0.71
"2929","CTYZ_00001509","Ctyz_6",NA,1,NA,NA,1,NA
"2930","CTYZ_00001514","Ctyz_6",NA,3,NA,NA,3,NA
"2931","CTYZ_00001517","Ctyz_6",NA,1,2,NA,1.5,0.71
"2932","CTYZ_00001530","Ctyz_6",NA,2,NA,1,1.5,0.71
"2933","CTYZ_00001535","Ctyz_6",NA,5,NA,NA,5,NA
"2934","CTYZ_00001538","Ctyz_6",NA,1,NA,1,1,0
"2935","CTYZ_00001544","Ctyz_6",NA,1,NA,NA,1,NA
"2936","CTYZ_00001570","Ctyz_6",NA,1,NA,1,1,0
"2937","CTYZ_00001577","Ctyz_6",NA,1,NA,NA,1,NA
"2938","CTYZ_00001606","Ctyz_6",NA,2,1,1,1.33,0.58
"2939","CTYZ_00001614","Ctyz_6",NA,4,1,NA,2.5,2.12
"2940","CTYZ_00001618","Ctyz_6",NA,1,NA,NA,1,NA
"2941","CTYZ_00001621","Ctyz_6",NA,1,NA,NA,1,NA
"2942","CTYZ_00001622","Ctyz_6",NA,1,NA,NA,1,NA
"2943","CTYZ_00001642","Ctyz_6",NA,1,NA,NA,1,NA
"2944","CTYZ_00001643","Ctyz_6",NA,2,2,NA,2,0
"2945","CTYZ_00001653","Ctyz_6",NA,3,1,NA,2,1.41
"2946","CTYZ_00001660","Ctyz_6",NA,5,2,4,3.67,1.53
"2947","CTYZ_00001666","Ctyz_6",NA,1,1,NA,1,0
"2948","CTYZ_00001673","Ctyz_6",NA,3,3,NA,3,0
"2949","CTYZ_00001682","Ctyz_6",NA,2,1,NA,1.5,0.71
"2950","CTYZ_00001684","Ctyz_6",NA,1,NA,2,1.5,0.71
"2951","CTYZ_00001691","Ctyz_6",NA,1,NA,NA,1,NA
"2952","CTYZ_00001692","Ctyz_6",NA,3,1,NA,2,1.41
"2953","CTYZ_00001694","Ctyz_6",NA,1,NA,NA,1,NA
"2954","CTYZ_00001698","Ctyz_6",NA,8,2,1,3.67,3.79
"2955","CTYZ_00001720","Ctyz_6",NA,1,NA,NA,1,NA
"2956","CTYZ_00001723","Ctyz_6",NA,2,1,1,1.33,0.58
"2957","CTYZ_00001724","Ctyz_6",NA,2,1,1,1.33,0.58
"2958","CTYZ_00001729","Ctyz_6",NA,1,1,1,1,0
"2959","CTYZ_00001744","Ctyz_6",NA,1,NA,1,1,0
"2960","CTYZ_00001747","Ctyz_6",NA,7,3,5,5,2
"2961","CTYZ_00000610","Ctyz_7",NA,1,3,NA,2,1.41
"2962","CTYZ_00000613","Ctyz_7",NA,1,1,NA,1,0
"2963","CTYZ_00000630","Ctyz_7",NA,4,2,NA,3,1.41
"2964","CTYZ_00000631","Ctyz_7",NA,1,NA,NA,1,NA
"2965","CTYZ_00000636","Ctyz_7",NA,2,NA,NA,2,NA
"2966","CTYZ_00000652","Ctyz_7",NA,1,NA,1,1,0
"2967","CTYZ_00000655","Ctyz_7",NA,2,NA,NA,2,NA
"2968","CTYZ_00000662","Ctyz_7",NA,1,NA,NA,1,NA
"2969","CTYZ_00000677","Ctyz_7",NA,1,1,NA,1,0
"2970","CTYZ_00000692","Ctyz_7",NA,1,NA,NA,1,NA
"2971","CTYZ_00000693","Ctyz_7",NA,1,1,NA,1,0
"2972","CTYZ_00000696","Ctyz_7",NA,1,NA,NA,1,NA
"2973","CTYZ_00000701","Ctyz_7",NA,2,2,1,1.67,0.58
"2974","CTYZ_00000702","Ctyz_7",NA,1,NA,NA,1,NA
"2975","CTYZ_00000705","Ctyz_7",NA,1,1,NA,1,0
"2976","CTYZ_00000730","Ctyz_7",NA,2,1,2,1.67,0.58
"2977","CTYZ_00000740","Ctyz_7",NA,1,1,NA,1,0
"2978","CTYZ_00000745","Ctyz_7",NA,2,NA,NA,2,NA
"2979","CTYZ_00000746","Ctyz_7",NA,1,NA,NA,1,NA
"2980","CTYZ_00000752","Ctyz_7",NA,1,NA,NA,1,NA
"2981","CTYZ_00000761","Ctyz_7",NA,1,NA,NA,1,NA
"2982","CTYZ_00000763","Ctyz_7",NA,2,NA,1,1.5,0.71
"2983","CTYZ_00000764","Ctyz_7",NA,1,NA,1,1,0
"2984","CTYZ_00000766","Ctyz_7",NA,1,NA,NA,1,NA
"2985","CTYZ_00000774","Ctyz_7",NA,1,1,1,1,0
"2986","CTYZ_00000780","Ctyz_7",NA,1,1,2,1.33,0.58
"2987","CTYZ_00000792","Ctyz_7",NA,2,2,1,1.67,0.58
"2988","CTYZ_00000796","Ctyz_7",NA,1,1,NA,1,0
"2989","CTYZ_00000802","Ctyz_7",NA,3,NA,NA,3,NA
"2990","CTYZ_00000809","Ctyz_7",NA,1,NA,1,1,0
"2991","CTYZ_00000817","Ctyz_7",NA,2,1,NA,1.5,0.71
"2992","CTYZ_00000822","Ctyz_7",NA,1,3,NA,2,1.41
"2993","CTYZ_00000825","Ctyz_7",NA,3,NA,NA,3,NA
"2994","CTYZ_00000826","Ctyz_7",NA,2,2,NA,2,0
"2995","CTYZ_00000828","Ctyz_7",NA,2,1,NA,1.5,0.71
"2996","CTYZ_00000831","Ctyz_7",NA,1,NA,NA,1,NA
"2997","CTYZ_00000832","Ctyz_7",NA,1,NA,NA,1,NA
"2998","CTYZ_00000833","Ctyz_7",NA,1,NA,1,1,0
"2999","CTYZ_00000841","Ctyz_7",NA,1,NA,1,1,0
"3000","CTYZ_00000846","Ctyz_7",NA,2,1,1,1.33,0.58
"3001","CTYZ_00000851","Ctyz_7",NA,1,NA,NA,1,NA
