"","GeneID","Chr","FeatureType","Product","meanDiversity","StDev","ChangesSum.866","ChangesSum.942","ChangesSum.900","ChangesSum.IXa","SNPs.866","SNPs.942","SNPs.900","SNPs.IXa","AmSNPs.866","AmSNPs.942","AmSNPs.900","AmSNPs.IXa","INS.866","INS.942","INS.900","INS.IXa","DEL.866","DEL.942","DEL.900","DEL.IXa"
"3050","CTYZ_00003652","Ctyz_1","CDS","Uncharacterized[space]protein",2,1,3,1,NA,2,2,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3051","CTYZ_00003653","Ctyz_1","CDS","Uncharacterized[space]protein",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3052","CTYZ_00003654","Ctyz_1","CDS","ABC[space]transporter",7.75,3.3,8,12,4,7,7,9,4,6,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,1
"3053","CTYZ_00003655","Ctyz_1","CDS","Coiled[space]coil[space]protein",1.5,0.58,1,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054","CTYZ_00003657","Ctyz_1","CDS","Glutamine[space]cyclotransferase",1.67,0.58,2,2,NA,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055","CTYZ_00003658","Ctyz_1","CDS","Glutamine[space]cyclotransferase",1,0,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"3056","CTYZ_00003659","Ctyz_1","CDS","SPRY/Peptidase[space]C14[space]p20[space]domain[space]containing[space]protein",1,0,1,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"3057","CTYZ_00003660","Ctyz_1","CDS","Dynein[space]heavy[space]chain",23.5,9,23,35,13,23,18,25,11,19,NA,NA,NA,NA,4,4,2,4,1,6,NA,NA
"3058","CTYZ_00003661","Ctyz_1","CDS","Dual[space]specificity[space]phosphatase",3,2.16,6,3,1,2,4,3,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"3059","CTYZ_00003662","Ctyz_1","CDS",NA,1.5,0.71,NA,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060","CTYZ_00003663","Ctyz_1","CDS",NA,2,0,NA,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3061","CTYZ_00003664","Ctyz_1","CDS","Uncharacterized[space]protein",7,2.16,6,10,5,7,6,10,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"3062","CTYZ_00003665","Ctyz_1","CDS","Protein[space]disulfide[space]isomerase",3.25,1.89,2,6,2,3,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"3063","CTYZ_00003666","Ctyz_1","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064","CTYZ_00003667","Ctyz_1","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3065","CTYZ_00003668","Ctyz_1","CDS",NA,3.33,1.15,NA,4,4,2,NA,4,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"3066","CTYZ_00003669","Ctyz_1","CDS","Meiotic[space]nuclear[space]division[space]protein[space]1",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3067","CTYZ_00003670","Ctyz_1","CDS","Uncharacterized[space]protein",1.33,0.58,1,2,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3068","CTYZ_00003673","Ctyz_1","CDS","Peptidyl-prolyl[space]cis-trans[space]isomerase",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069","CTYZ_00003674","Ctyz_1","CDS","Eukaryotic[space]initiation[space]factor[space]4A",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3070","CTYZ_00003675","Ctyz_1","CDS","Protein[space]kinase[space]domain[space]containing[space]protein",1.67,0.58,1,2,NA,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071","CTYZ_00003678","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072","CTYZ_00003679","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073","CTYZ_00003680","Ctyz_1","CDS","U2[space]snrnp-specific[space]A[space]protein",1.33,0.58,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,NA
"3074","CTYZ_00003682","Ctyz_1","CDS","Uncharacterized[space]protein",2.25,0.5,2,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075","CTYZ_00003683","Ctyz_1","CDS",NA,2.67,2.89,NA,6,1,1,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"3076","CTYZ_00003684","Ctyz_1","CDS","RING[space]finger[space]containing[space]protein",3.5,1.29,5,3,2,4,4,3,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3077","CTYZ_00003686","Ctyz_1","CDS","Pyridine[space]nucleotide/[space]NAD(P)[space]transhydrogenase[space]alpha[space]plus[space]beta[space]subunit",2.25,1.89,1,1,5,2,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078","CTYZ_00003687","Ctyz_1","CDS","Uncharacterized[space]protein",1.5,0.71,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079","CTYZ_00003688","Ctyz_1","CDS","Uncharacterized[space]protein",1.25,0.5,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080","CTYZ_00003689","Ctyz_1","CDS","Ribonuclease[space]H2[space]subunit[space]B",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3081","CTYZ_00003690","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3082","CTYZ_00003691","Ctyz_1","CDS","TB2/DP1/HVA22-related[space]protein",1.5,0.71,2,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3083","CTYZ_00003692","Ctyz_1","CDS","Uncharacterized[space]protein",5.75,1.5,4,7,5,7,4,7,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3084","CTYZ_00003693","Ctyz_1","CDS","Uncharacterized[space]protein",1.5,0.71,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3085","CTYZ_00003694","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3086","CTYZ_00003696","Ctyz_1","CDS","Uncharacterized[space]protein",2.25,1.26,1,2,2,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3087","CTYZ_00003697","Ctyz_1","CDS",NA,1.5,0.71,NA,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3088","CTYZ_00003699","Ctyz_1","CDS","ENTH[space]domain[space]containing[space]protein",2.5,1.73,5,2,1,2,3,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"3089","CTYZ_00003701","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3090","CTYZ_00003702","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3091","CTYZ_00003703","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",2.25,0.96,3,3,1,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3092","CTYZ_00003704","Ctyz_1","CDS","Ubiquitin[space]carboxyl-terminal[space]hydrolase",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3093","CTYZ_00003705","Ctyz_1","CDS","RAD54[space]like[space]SWI/SNF2[space]ATpase",2.5,2.12,4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"3094","CTYZ_00003706","Ctyz_1","CDS","Uncharacterized[space]protein",1.33,0.58,2,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3095","CTYZ_00003707","Ctyz_1","CDS","Uncharacterized[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3096","CTYZ_00003708","Ctyz_1","CDS","Uncharacterized[space]protein",1.67,1.15,1,3,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3097","CTYZ_00003709","Ctyz_1","CDS",NA,2,1.73,NA,4,1,1,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3098","CTYZ_00003710","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",1.33,0.58,1,2,NA,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3099","CTYZ_00003711","Ctyz_1","CDS","Sec14[space]domain[space]containing[space]protein",1.5,0.58,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3100","CTYZ_00003712","Ctyz_1","CDS","putative[space]Secreted[space]Protein",5.75,1.26,6,6,4,7,6,6,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3101","CTYZ_00003713","Ctyz_1","CDS",NA,2,1,NA,2,3,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"3102","CTYZ_00003714","Ctyz_1","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3103","CTYZ_00003715","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3104","CTYZ_00003716","Ctyz_1","CDS","Apicomplexa[space]specific[space]secreted[space]protein",1,0,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3105","CTYZ_00003717","Ctyz_1","CDS","Spindly[space]like[space]TPR[space]repeat[space]containing[space]protein",3.25,1.5,2,5,2,4,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3106","CTYZ_00003718","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3107","CTYZ_00003719","Ctyz_1","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108","CTYZ_00003720","Ctyz_1","CDS",NA,1,0,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3109","CTYZ_00003721","Ctyz_1","CDS","VDP/USO1/YBL047C[space]family[space]vesicular[space]transport[space]factor",1.75,1.5,1,4,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3110","CTYZ_00003722","Ctyz_1","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3111","CTYZ_00003724","Ctyz_1","CDS","EF-hand[space]domain[space]containing[space]protein",1,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3112","CTYZ_00003725","Ctyz_1","CDS","Palmitoyltransferase",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3113","CTYZ_00003726","Ctyz_1","CDS","Uncharacterized[space]protein",1.33,0.58,1,1,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3114","CTYZ_00003727","Ctyz_1","CDS","Uncharacterized[space]protein",2,1,2,1,NA,3,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3115","CTYZ_00003728","Ctyz_1","CDS","Uncharacterized[space]protein",2.33,0.58,2,3,NA,2,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3116","CTYZ_00003729","Ctyz_1","CDS","DNA[space]repair[space]and[space]meiosis[space]protein[space]Mre11",3.25,2.22,2,6,1,4,2,6,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3117","CTYZ_00003730","Ctyz_1","CDS","Uncharacterized[space]protein",2.67,1.15,2,4,NA,2,1,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3118","CTYZ_00003731","Ctyz_1","CDS","Signal[space]peptide[space]region[space]containing[space]protein",2.33,1.15,3,NA,1,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"3119","CTYZ_00003732","Ctyz_1","CDS","Uncharacterized[space]protein",2,1.41,1,4,2,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3120","CTYZ_00003733","Ctyz_1","CDS","Uncharacterized[space]protein",2,1,1,3,NA,2,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3121","CTYZ_00003734","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3122","CTYZ_00003735","Ctyz_1","CDS","NEK2[space]protein",1.33,0.58,1,2,1,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3123","CTYZ_00003738","Ctyz_1","CDS","Extracellular[space]membrane[space]associated[space]protein[space]with[space]signal[space]peptide/EGF[space]domai/ephrin-receptor[space]like[space]domain",13,6.06,10,22,9,11,9,21,7,11,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA
"3124","CTYZ_00003739","Ctyz_1","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125","CTYZ_00003740","Ctyz_1","CDS","Dynein[space]intermediate[space]chain",1.5,0.58,2,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126","CTYZ_00003741","Ctyz_1","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3127","CTYZ_00003742","Ctyz_1","CDS","transcription[space]factor[space]E2F/dimerization[space]partner[space](TDP)",1.5,0.71,1,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3128","CTYZ_00003743","Ctyz_1","CDS","Transcription[space]factor[space]E2F",4.33,4.16,1,3,9,NA,NA,2,6,NA,NA,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA
"3129","CTYZ_00003744","Ctyz_1","CDS","Uncharacterized[space]protein",4,1.83,6,5,2,3,3,5,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"3130","CTYZ_00003745","Ctyz_1","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3131","CTYZ_00003746","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3132","CTYZ_00003747","Ctyz_1","CDS",NA,1.5,0.71,NA,2,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133","CTYZ_00003748","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3134","CTYZ_00003750","Ctyz_1","CDS","Uncharacterized[space]protein",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"3135","CTYZ_00003751","Ctyz_1","CDS","PHD-finger/AT[space]hook[space]containing[space]chromatin[space]protein",4.75,2.5,5,8,4,2,5,8,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136","CTYZ_00003754","Ctyz_1","CDS",NA,2,1.41,NA,3,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3137","CTYZ_00003755","Ctyz_1","CDS","Insulinase[space]like[space]protease",1.5,0.58,2,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"3138","CTYZ_00003756","Ctyz_1","CDS","PHD[space]finger[space]containing[space]protein",2,0.82,2,3,1,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3139","CTYZ_00003757","Ctyz_1","CDS",NA,1,0,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"3140","CTYZ_00003759","Ctyz_1","CDS","SpoU[space]type[space]tRNA/rRNA[space]methyltransferase",2,1,1,3,NA,2,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3141","CTYZ_00003760","Ctyz_1","CDS",NA,1.5,0.71,NA,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3142","CTYZ_00003761","Ctyz_1","CDS","DDRGK[space]domain[space]containing[space]protein",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3143","CTYZ_00003762","Ctyz_1","CDS","putative[space]transmembrane[space]Protein",1,0,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3144","CTYZ_00003764","Ctyz_1","CDS",NA,2,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145","CTYZ_00003765","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3146","CTYZ_00003767","Ctyz_1","CDS","Transducin/WD-40[space]repeat[space]containing[space]protein",2,0,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3147","CTYZ_00003771","Ctyz_1","CDS","Chromatin[space]assembly[space]factor[space]1[space]subunit[space]A",2.25,1.26,4,2,1,2,3,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3148","CTYZ_00003772","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3149","CTYZ_00003773","Ctyz_1","CDS","translation[space]initiation[space]factor[space]eIF-2B[space]alpha[space]subunit",2.25,0.96,1,3,3,2,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3150","CTYZ_00003774","Ctyz_1","CDS",NA,1,0,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3151","CTYZ_00003777","Ctyz_1","CDS","Fur1p[space]like[space]uracil[space]phosphoribosyltransferase",1.67,0.58,2,1,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152","CTYZ_00003778","Ctyz_1","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3153","CTYZ_00003779","Ctyz_1","CDS","HECT/SPRY[space]domain[space]containing[space]protein",6.75,0.5,7,7,6,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3154","CTYZ_00003782","Ctyz_1","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3155","CTYZ_00003783","Ctyz_1","CDS","RNA[space]polymerase[space]III[space]subunit[space]Rpc25",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156","CTYZ_00003784","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3157","CTYZ_00003785","Ctyz_1","CDS","Protein[space]farnesyltransferase[space]subunit[space]beta/PFTB[space]repeat",1,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3158","CTYZ_00003786","Ctyz_1","CDS",NA,1,0,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3159","CTYZ_00003788","Ctyz_1","CDS","Uncharacterized[space]protein",2.33,1.53,4,1,NA,2,3,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3160","CTYZ_00003790","Ctyz_1","CDS","Transmembrane[space]protein[space]TauE-like",1.67,0.58,2,1,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3161","CTYZ_00003791","Ctyz_1","CDS","Pyruvate[space]kinase",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"3162","CTYZ_00003794","Ctyz_1","CDS","Uncharacterized[space]protein",1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3163","CTYZ_00003795","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3164","CTYZ_00003796","Ctyz_1","CDS","Uncharacterized[space]protein",1,0,1,NA,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3165","CTYZ_00003797","Ctyz_1","CDS","Alpha-1[comma]3-glucosyltransferase",1.25,0.5,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3166","CTYZ_00003798","Ctyz_1","CDS","Protein[space]kinase[space]with[space]WD40[space]repeat",1.75,0.96,2,1,1,3,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3167","CTYZ_00003799","Ctyz_1","CDS","Armadillo-type[space]fold[space]containing[space]protein",1.25,0.5,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3168","CTYZ_00003800","Ctyz_1","CDS","Glutamine-tRNA[space]synthetase",5,5.66,9,NA,NA,1,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"3169","CTYZ_00003801","Ctyz_1","CDS","Uncharacterized[space]protein",1.67,0.58,2,1,NA,2,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3170","CTYZ_00003803","Ctyz_1","CDS","GYF[space]domain[space]containing[space]protein",1.33,0.58,1,1,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3171","CTYZ_00003804","Ctyz_1","CDS","SET[space]domain[space]containing[space]protein",1.75,0.5,2,2,1,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3172","CTYZ_00003805","Ctyz_1","CDS","CDC48[space]like[space]AAA[space]ATPase",3.5,2.38,6,2,1,5,4,2,1,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"3173","CTYZ_00003807","Ctyz_1","CDS",NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3174","CTYZ_00003808","Ctyz_1","CDS","Uncharacterized[space]protein",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"3175","CTYZ_00003810","Ctyz_1","CDS","cytosolic[space]iron-sulfur[space]protein[space]assembly[space]protein[space]CIAO-like[space]protein",1.25,0.5,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3176","CTYZ_00003811","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3177","CTYZ_00003813","Ctyz_1","CDS","RNA[space]polymerase[space]II[space]B8[space]subunit",2,0,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3178","CTYZ_00003817","Ctyz_1","CDS",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3179","CTYZ_00003818","Ctyz_1","CDS","putative[space]transmembrane[space]Protein",4.67,0.58,5,4,NA,5,5,3,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"3180","CTYZ_00003820","Ctyz_1","CDS","Cyclin[space]B",3.25,0.96,4,4,3,2,4,2,3,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"3181","CTYZ_00003821","Ctyz_1","CDS","SANT[space]domain[space]containing[space]protein",2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3182","CTYZ_00003822","Ctyz_1","CDS",NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3183","CTYZ_00003823","Ctyz_1","CDS","Uncharacterized[space]protein",1.33,0.58,2,1,NA,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3184","CTYZ_00003824","Ctyz_1","CDS","Serine/threonine-protein[space]phosphatase",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
